device_angle,distance_to_door,AM_or_PM,mall_or_street,average_person_size,video_walkin,video_walkout,predict_walkin,predict_walkout,wifi_walkin,wifi_walkout,sales_in_next_15_min,sales_in_next_15_to_30_min,groundtruth_walkin
2,2,1,1,2064.333333,13,13,0,0,2,4,1,1,2
2,2,1,1,2064.333333,24,18,0,0,0,2,2,0,0
2,2,1,1,4077.5,1,0,4,3,3,4,3,1,11
2,2,0,2,3057.5,6,4,5,4,0,0,0,0,1
3,1,1,1,2299.5,25,26,19,19,22,27,0,1,39
2,2,1,1,4114.0,1,2,1,4,0,0,0,0,9
3,1,1,1,1327.5,1,5,20,20,5,4,2,1,3
1,1,0,2,1852.0,0,0,2,2,3,3,0,2,2
3,1,1,1,1327.5,0,0,0,0,1,1,0,0,0
2,2,1,1,1073.25,11,12,12,12,6,6,0,0,2
2,2,1,1,2064.333333,11,15,0,0,3,3,1,0,0
1,1,0,1,3384.5,6,5,20,20,14,14,1,1,7
3,1,1,2,1506.0,0,0,0,0,19,21,0,0,0
2,2,1,2,1224.0,4,7,3,4,0,1,1,1,0
2,2,1,2,1224.0,2,1,3,3,9,1,1,2,0
2,2,1,1,4376.0,0,0,0,0,0,1,1,0,2
2,2,1,1,4376.0,0,0,0,0,4,3,1,0,3
2,2,1,1,4376.0,0,0,0,0,5,4,2,1,2
2,2,1,1,2064.333333,0,0,2,3,2,2,0,1,1
1,1,1,1,3384.5,25,18,22,22,16,18,1,8,42
3,1,1,1,1327.5,0,0,0,0,0,1,0,0,0
2,1,0,1,1161.0,23,15,12,13,15,12,5,5,49
2,2,1,1,4114.0,1,3,4,2,4,2,0,0,3
2,2,0,1,4077.5,11,5,3,1,1,1,1,3,12
2,2,1,1,1073.25,8,6,0,0,3,5,0,2,2
2,2,1,1,3571.5,0,2,3,2,1,2,1,0,1
2,2,1,1,890.0,5,5,2,2,1,0,0,1,6
2,2,1,1,1073.25,8,12,7,7,2,2,0,0,0
3,1,0,1,1327.5,13,11,9,10,2,1,3,1,18
1,1,1,1,3384.5,6,6,30,30,10,18,2,0,16
1,1,0,1,3384.5,7,2,14,12,10,9,0,1,11
2,2,1,2,3057.5,0,0,4,4,2,5,0,0,1
2,2,1,1,4114.0,0,0,3,2,1,5,0,0,1
2,2,1,1,3571.5,4,5,2,2,5,5,1,2,7
3,1,1,1,1327.5,30,32,0,0,10,11,3,2,38
3,1,1,1,1327.5,24,23,0,0,9,11,0,2,24
1,1,1,2,1852.0,2,2,2,2,1,6,0,1,1
2,2,1,1,890.0,2,1,4,5,2,2,1,0,2
2,2,0,1,3571.5,1,1,3,3,6,3,0,1,1
3,1,1,1,1327.5,47,49,43,40,11,14,1,5,74
3,1,1,2,1506.0,10,11,8,8,12,15,1,1,5
2,2,1,1,1073.25,13,9,12,6,3,3,4,2,1
1,1,1,2,1852.0,3,0,4,7,5,5,2,3,0
3,2,0,2,1811.0,9,7,9,6,4,4,1,1,10
1,1,1,1,3384.5,4,2,28,24,5,10,2,2,6
2,2,1,1,4077.5,3,6,3,3,4,2,2,2,12
2,2,1,1,2485.5,19,17,14,15,20,21,0,0,23
3,1,1,1,1327.5,0,0,0,0,2,2,0,0,0
3,1,1,1,1327.5,10,8,17,18,4,5,1,1,17
3,2,1,2,1811.0,2,2,6,6,4,2,1,1,3
2,2,1,1,1252.5,12,25,11,12,6,7,2,0,12
3,1,1,2,1506.0,9,9,9,10,55,56,2,1,12
3,2,1,2,1811.0,10,7,2,3,2,3,0,2,9
3,2,1,2,1811.0,7,1,9,9,0,3,1,4,8
2,2,1,1,4114.0,9,7,4,3,0,0,0,0,10
2,2,1,1,890.0,0,1,2,1,2,1,2,1,0
2,2,1,1,4376.0,6,5,1,0,2,3,1,1,3
1,1,0,2,1852.0,4,2,1,2,7,9,0,4,7
1,1,0,2,1852.0,1,4,1,1,4,5,1,3,5
1,1,1,2,1852.0,6,7,3,4,4,7,2,1,6
3,1,0,1,2299.5,33,33,13,13,19,22,3,0,30
2,2,1,2,1224.0,2,1,3,3,12,9,1,0,2
1,1,1,2,1852.0,4,5,3,2,5,3,0,1,7
2,2,1,1,4077.5,5,5,2,3,1,3,5,2,9
3,1,1,2,1506.0,0,0,0,0,11,19,0,0,0
3,1,1,1,1327.5,17,19,0,0,6,9,2,6,28
2,2,1,1,2064.333333,10,12,0,0,2,1,0,2,2
2,2,1,2,3057.5,7,5,7,8,0,3,2,2,8
3,1,0,1,2299.5,16,21,12,12,10,9,3,3,17
3,1,0,1,1327.5,14,15,0,0,14,11,3,1,10
3,2,1,2,1811.0,10,17,5,4,1,2,6,2,10
2,1,1,1,1161.0,41,39,30,31,43,28,4,5,84
2,1,1,1,1161.0,3,4,5,8,19,30,0,0,0
2,2,1,1,1252.5,10,8,26,27,10,7,1,3,14
2,2,1,1,4114.0,5,2,1,2,1,2,0,0,10
2,2,1,1,3571.5,7,8,3,5,4,3,0,0,6
2,2,1,1,2485.5,2,3,13,11,9,9,0,0,16
2,2,0,1,1252.5,22,19,14,14,3,5,1,3,19
2,2,1,1,2064.333333,7,8,0,0,0,0,1,4,3
2,2,1,1,1252.5,22,13,19,16,3,4,2,2,24
2,2,1,1,2485.5,5,5,0,0,3,5,0,0,0
3,1,1,2,1506.0,20,20,12,11,37,40,0,1,21
2,2,1,1,1252.5,8,5,25,22,4,7,2,5,10
3,1,1,1,2299.5,21,16,19,19,6,5,0,2,27
2,2,1,1,4114.0,2,4,2,3,2,4,0,0,3
3,2,1,2,1811.0,16,8,6,7,5,3,1,2,17
2,2,1,1,1073.25,5,4,0,0,3,1,1,1,1
3,1,0,1,1327.5,16,19,16,16,10,9,3,4,31
2,2,1,1,3571.5,0,0,0,0,3,1,0,0,0
1,1,1,1,3384.5,0,0,2,6,1,3,0,0,0
2,2,0,1,4114.0,3,3,1,1,1,0,0,0,1
2,2,1,1,1252.5,91,98,27,31,0,0,7,7,84
2,2,1,2,3057.5,5,8,3,4,0,2,0,1,2
2,2,1,1,890.0,4,3,4,4,1,2,0,1,3
2,2,1,1,2064.333333,7,8,0,0,1,4,1,1,3
2,2,1,1,4114.0,5,4,2,2,0,4,0,0,14
2,1,1,1,1161.0,16,3,28,26,12,11,0,2,30
1,1,1,2,1852.0,0,0,7,6,4,3,0,1,3
2,2,1,1,1252.5,61,67,21,25,11,11,8,5,55
2,1,1,1,1161.0,41,46,31,31,42,44,4,3,126
2,2,1,1,2064.333333,26,23,0,0,3,1,1,1,5
3,1,1,2,1506.0,4,4,7,7,19,26,1,0,1
2,2,1,1,3571.5,1,1,2,2,2,1,0,0,1
2,2,1,1,3571.5,0,1,1,0,3,3,0,1,1
1,1,0,2,1852.0,3,5,4,5,5,4,2,1,11
2,2,0,2,3057.5,7,6,11,11,0,0,0,0,4
1,1,1,1,3384.5,15,13,26,28,13,11,0,4,21
2,2,1,1,1252.5,48,48,24,23,8,7,4,11,61
2,2,1,1,3571.5,3,5,4,3,1,0,0,1,3
3,1,0,1,2299.5,14,21,14,14,5,10,2,1,16
3,2,1,2,1811.0,13,2,4,5,0,1,2,3,17
2,2,1,2,3057.5,0,0,0,0,0,2,0,0,0
1,1,1,2,1852.0,3,3,4,4,2,4,1,1,9
2,2,1,1,3571.5,3,3,2,1,3,5,1,0,1
2,2,1,1,4376.0,0,0,0,0,1,2,1,0,0
2,2,1,1,3571.5,4,3,2,3,5,5,0,1,4
2,2,1,2,3057.5,3,1,1,3,0,0,0,0,0
2,2,1,1,1073.25,5,6,1,3,1,2,2,1,0
2,2,1,1,890.0,6,7,1,2,1,2,0,0,4
2,2,1,1,4114.0,0,0,0,0,0,0,0,0,0
2,2,1,1,1252.5,14,19,28,30,7,9,2,2,14
2,1,0,1,1161.0,3,4,15,15,15,16,3,3,9
2,2,1,1,4077.5,0,0,2,2,1,2,1,1,0
2,2,1,1,1252.5,32,21,37,27,3,1,2,1,31
3,1,1,1,2299.5,24,27,23,26,15,17,1,1,18
1,1,1,1,3384.5,1,6,0,0,0,1,0,0,0
2,2,0,1,1073.25,13,14,7,10,1,2,1,2,1
2,2,1,1,2360.5,4,3,2,2,2,5,2,1,1
3,1,1,2,1506.0,6,7,6,8,29,30,0,2,3
3,1,1,1,2299.5,0,0,0,1,2,6,0,0,0
3,1,1,1,1327.5,17,13,0,0,4,11,0,0,17
2,2,1,2,3057.5,0,0,0,1,0,1,0,0,0
3,2,1,2,1811.0,13,10,5,9,2,1,4,4,20
2,2,0,2,1224.0,4,4,4,2,6,4,1,0,3
1,1,1,2,1852.0,6,7,2,2,5,7,4,2,6
3,2,1,2,1811.0,11,9,15,6,6,4,3,3,13
2,2,0,1,4376.0,0,0,0,0,3,1,2,3,1
2,2,0,1,890.0,0,0,3,3,6,2,0,0,0
3,2,1,2,1811.0,1,4,4,5,0,0,1,0,1
2,2,1,2,1224.0,6,7,10,8,9,13,2,2,6
3,2,1,2,1811.0,7,6,7,6,0,3,1,1,7
2,2,1,1,2360.5,8,4,3,3,7,12,2,0,10
3,1,0,2,1506.0,22,22,9,10,33,34,2,2,8
3,2,1,2,1811.0,1,2,1,2,0,1,0,0,0
3,1,1,2,1506.0,13,14,7,6,59,56,3,1,7
3,1,1,2,1506.0,6,6,6,7,26,29,0,0,4
2,2,1,1,4077.5,4,5,1,2,3,0,0,4,4
3,2,1,2,1811.0,2,2,2,2,4,3,0,0,2
2,2,1,1,2485.5,4,4,6,6,14,16,0,0,10
3,1,1,1,1327.5,1,2,0,0,1,1,0,0,0
2,2,0,1,4077.5,6,5,3,3,3,2,2,4,10
3,1,0,1,2299.5,10,6,14,13,6,10,0,2,10
2,2,1,1,4376.0,0,0,0,0,0,1,0,0,0
2,2,1,1,4077.5,0,0,0,0,0,0,0,0,0
1,1,1,1,3384.5,16,19,13,15,9,8,4,1,15
2,2,1,1,890.0,4,3,2,2,3,3,1,2,2
2,2,1,1,4114.0,4,4,1,1,1,1,0,0,5
3,1,1,1,2299.5,20,23,18,22,12,21,2,2,28
2,2,0,2,3057.5,2,2,6,7,0,0,0,0,0
3,1,1,1,2299.5,41,48,24,25,20,19,2,2,38
1,1,0,2,1852.0,3,4,6,6,4,5,0,0,8
2,2,1,2,3057.5,5,3,9,11,1,0,3,1,7
3,1,0,2,1506.0,15,14,10,9,26,27,1,1,6
2,2,1,1,3571.5,5,6,2,3,2,1,0,1,2
2,2,1,1,4114.0,5,7,3,3,0,0,0,0,5
2,2,1,1,1073.25,4,3,10,11,3,1,1,1,1
3,1,0,2,1506.0,0,0,0,0,25,14,0,0,0
3,1,1,2,1506.0,8,8,7,8,46,43,1,3,19
2,2,1,1,890.0,0,1,3,3,0,0,0,0,3
2,2,1,1,1073.25,14,14,16,11,4,4,3,5,2
2,2,1,2,3057.5,3,5,4,4,1,0,0,0,2
2,2,1,1,4114.0,1,0,2,2,0,1,0,0,4
2,2,0,1,1252.5,5,8,23,18,3,6,1,0,3
2,2,1,1,4077.5,1,2,3,2,0,3,0,0,1
2,2,1,1,2360.5,4,4,4,4,18,6,1,1,5
2,1,1,1,1161.0,37,37,24,24,47,47,3,4,107
2,2,1,1,4077.5,1,0,0,0,2,1,1,1,2
3,1,1,2,1506.0,7,7,6,4,18,12,1,0,2
3,2,1,2,1811.0,13,15,6,7,4,6,4,8,13
2,2,1,1,1073.25,0,0,0,1,1,3,0,0,0
2,2,1,1,4077.5,5,6,7,6,0,1,1,2,5
2,2,1,1,2485.5,1,2,9,9,13,11,0,0,7
2,2,1,1,4114.0,4,0,1,0,3,5,0,0,3
2,2,1,1,2064.333333,5,7,0,0,2,1,1,0,2
2,2,1,1,2064.333333,5,3,0,0,1,1,0,0,3
2,2,1,1,1252.5,18,18,27,29,6,3,3,1,16
2,2,1,2,3057.5,3,4,11,11,0,0,1,2,4
3,2,1,2,1811.0,7,9,6,10,4,2,3,2,6
3,2,1,2,1811.0,5,5,4,3,1,0,2,3,3
1,1,1,1,3384.5,7,6,27,26,15,17,1,1,10
3,1,1,1,1327.5,6,8,0,0,5,9,0,0,12
3,1,1,1,1943.0,0,0,0,0,1,1,0,0,0
1,1,1,2,1852.0,1,1,8,7,3,4,0,1,3
1,1,1,1,3384.5,3,7,20,20,15,9,0,0,9
2,2,1,1,4077.5,1,0,2,0,1,2,1,4,13
1,1,1,2,1852.0,3,3,6,7,9,5,1,0,2
2,2,1,1,4114.0,3,3,3,2,0,0,0,0,5
3,1,1,1,2299.5,7,10,15,14,5,6,1,1,13
2,2,1,1,890.0,0,0,3,2,1,4,2,1,0
2,2,1,2,3057.5,2,1,3,4,2,0,1,2,0
2,2,1,2,1224.0,3,4,5,4,2,4,0,0,2
2,2,1,1,4114.0,1,6,4,4,0,0,0,0,1
2,2,1,1,3571.5,5,4,1,1,4,4,0,0,7
2,2,1,1,3571.5,0,0,0,0,1,4,0,0,0
2,2,1,1,2485.5,7,6,15,15,20,14,0,0,13
2,2,1,1,890.0,1,2,4,4,4,2,2,1,1
3,1,0,1,1327.5,7,9,7,8,2,2,0,3,14
1,1,1,2,1852.0,1,1,3,2,7,2,1,2,4
3,1,0,2,1506.0,4,2,8,7,33,26,0,2,3
3,1,1,2,1506.0,22,25,8,8,61,65,3,0,11
2,2,1,1,2360.5,5,6,3,3,4,6,1,0,5
2,2,1,1,4376.0,0,0,0,0,4,4,0,0,0
3,1,1,1,1943.0,17,25,20,20,10,15,1,2,22
1,1,1,2,1852.0,5,6,4,5,4,3,0,0,7
2,2,1,1,4376.0,0,0,1,1,8,2,0,0,0
2,2,1,1,2064.333333,28,32,0,0,3,1,1,2,3
2,1,1,1,1161.0,19,16,24,27,17,14,0,2,48
3,1,1,2,1506.0,11,6,11,10,40,28,2,0,5
2,2,1,1,1073.25,5,7,12,10,6,6,3,2,0
2,2,1,1,2064.333333,5,4,0,0,1,1,0,3,5
1,1,1,1,3384.5,12,15,26,27,19,13,2,2,23
1,1,1,1,3384.5,5,5,24,22,15,12,0,1,19
2,1,0,1,1161.0,36,24,23,22,41,29,2,3,61
2,2,0,1,3571.5,1,1,2,1,5,5,0,0,2
2,2,1,1,4077.5,2,1,0,2,0,0,0,0,0
3,1,1,1,1327.5,22,15,0,0,9,10,3,5,24
1,1,0,2,1852.0,1,2,0,0,6,1,0,2,5
3,1,0,2,1506.0,0,0,0,0,19,14,0,0,1
1,1,0,1,3384.5,34,31,11,10,23,6,8,6,70
3,2,1,2,1811.0,2,3,8,8,2,1,2,1,2
1,1,1,2,1852.0,2,3,6,6,5,5,1,0,3
2,1,1,1,1161.0,12,19,35,31,14,20,2,1,24
1,1,1,1,3384.5,0,0,0,1,5,9,0,0,0
3,1,1,1,1327.5,33,24,0,0,10,13,2,2,22
3,2,1,2,1811.0,5,5,10,9,2,1,1,5,10
1,1,0,2,1852.0,2,3,6,5,3,3,0,1,5
2,2,0,2,3057.5,2,4,7,7,1,0,3,0,1
2,2,1,1,2064.333333,11,11,0,0,1,1,2,2,5
3,1,1,1,1327.5,1,1,0,0,3,11,0,0,0
3,1,1,1,2299.5,3,3,24,20,13,9,2,0,1
1,1,1,1,3384.5,10,14,12,16,6,11,1,0,8
1,1,1,2,1852.0,3,5,8,8,2,1,3,1,6
2,2,1,1,890.0,2,1,3,3,2,3,0,0,1
1,1,1,2,1852.0,5,5,4,5,4,3,1,1,5
2,2,1,1,890.0,3,2,2,2,5,3,0,0,0
3,1,1,2,1506.0,1,1,6,5,17,18,0,0,1
2,2,1,1,4114.0,9,3,2,2,1,2,0,0,12
2,2,1,1,4114.0,11,10,2,1,1,0,0,0,4
2,2,1,1,1252.5,12,10,30,36,3,4,2,3,21
2,2,0,1,4077.5,2,2,1,2,5,4,1,0,5
1,1,0,2,1852.0,6,4,2,2,5,11,1,1,9
2,2,1,1,1073.25,8,6,8,8,4,0,0,1,0
2,1,0,1,1161.0,10,10,15,10,39,19,2,5,36
3,1,0,1,1943.0,1,1,3,2,9,3,0,0,1
3,1,1,1,2299.5,26,31,27,24,23,21,1,2,35
2,2,1,1,4114.0,3,4,4,4,2,2,0,0,2
1,1,1,2,1852.0,3,3,1,2,4,7,1,0,1
1,1,1,1,3384.5,7,8,24,22,15,16,2,2,25
3,1,1,2,1506.0,3,4,11,11,35,39,0,2,4
2,2,0,1,4114.0,0,0,3,3,0,0,0,0,0
2,2,1,1,4114.0,0,0,1,0,2,2,0,0,1
2,1,1,1,1161.0,12,9,27,27,20,21,0,3,35
3,1,1,1,2299.5,13,12,20,23,11,7,0,2,10
2,2,1,1,2064.333333,13,13,0,0,2,2,3,1,6
3,2,1,2,1811.0,5,3,4,4,1,2,0,2,5
1,1,0,2,1852.0,5,5,5,3,2,3,0,3,7
2,2,1,2,1224.0,6,9,3,4,2,6,0,0,0
3,1,1,1,2299.5,13,13,19,20,16,16,2,2,15
2,1,0,1,1161.0,10,9,9,10,15,11,0,1,17
2,2,1,1,2360.5,1,1,4,4,3,4,1,1,0
2,2,1,1,1252.5,21,19,27,29,1,4,3,0,24
2,2,1,1,4114.0,0,0,0,0,2,2,0,0,0
2,2,0,1,1252.5,44,25,17,18,3,2,3,5,48
3,1,1,1,2299.5,16,13,18,19,15,9,2,0,14
3,1,1,1,1327.5,19,24,0,0,11,7,1,1,14
2,2,0,1,890.0,0,0,2,2,3,3,0,1,0
3,1,0,1,1327.5,6,3,0,0,5,3,0,1,11
2,2,0,1,4077.5,7,7,6,4,3,4,1,3,16
2,2,1,1,4376.0,0,0,0,0,1,1,1,0,3
3,1,0,1,2299.5,11,10,19,18,21,18,0,1,20
2,2,1,1,890.0,3,4,5,4,2,0,0,0,3
3,1,1,1,1327.5,11,13,0,0,6,10,2,1,30
2,2,1,1,4077.5,3,4,0,0,2,2,0,1,8
2,2,1,1,1252.5,1,5,23,20,3,2,0,0,4
3,1,1,1,1327.5,0,0,0,0,1,1,0,0,0
3,1,1,1,1943.0,11,12,11,11,12,12,1,1,19
3,1,1,1,1327.5,0,0,0,0,2,3,0,0,1
2,2,0,1,2360.5,5,2,7,5,2,8,1,1,6
2,2,1,2,1224.0,2,6,5,4,2,2,0,0,7
2,2,1,2,3057.5,6,5,5,6,2,3,1,0,1
2,2,1,2,1224.0,3,5,3,3,2,3,1,0,2
2,2,1,1,3571.5,0,0,2,2,3,5,0,0,0
2,2,1,1,1252.5,28,32,12,16,4,2,3,4,27
2,2,1,1,4114.0,9,6,2,2,1,2,0,0,11
2,2,1,1,4077.5,0,0,1,1,3,8,2,0,3
2,2,1,1,3571.5,1,0,1,2,4,4,0,0,1
1,1,1,2,1852.0,2,3,3,2,9,9,1,0,6
2,2,1,1,4077.5,1,0,0,1,1,2,1,0,7
2,2,1,1,3571.5,2,1,1,1,1,2,0,1,1
3,1,1,2,1506.0,19,19,8,7,38,37,4,1,7
2,2,1,2,1224.0,7,7,11,11,4,3,0,1,8
2,2,1,1,1073.25,3,7,1,0,1,2,0,2,0
2,2,1,2,1224.0,5,7,10,10,7,7,2,1,5
2,2,1,2,3057.5,2,0,0,0,0,3,0,2,2
3,1,0,2,1506.0,9,9,8,7,37,46,0,0,3
2,2,1,1,2360.5,3,4,3,3,5,7,2,1,2
2,2,1,1,3571.5,0,0,0,0,3,3,0,0,0
2,2,1,1,2360.5,3,1,2,2,3,5,2,1,3
2,1,1,1,1161.0,29,29,27,29,35,31,1,5,58
1,1,1,2,1852.0,3,6,3,4,4,5,0,0,8
3,1,1,1,2299.5,0,0,1,2,8,14,0,0,0
2,2,1,1,1073.25,9,2,0,0,5,3,2,1,0
2,2,1,2,3057.5,4,3,5,4,0,0,1,0,0
2,2,0,1,4114.0,1,3,1,1,4,4,0,0,2
3,1,1,1,1943.0,0,0,0,0,0,0,0,0,0
3,1,1,1,2299.5,7,5,22,22,3,7,0,0,6
2,2,1,1,1073.25,10,11,2,5,2,6,2,1,1
3,1,0,1,2299.5,10,6,9,8,7,3,0,2,7
2,2,0,1,1252.5,16,12,15,17,0,1,2,3,17
2,2,1,1,2064.333333,5,7,0,0,1,1,0,0,3
2,2,1,1,4077.5,0,0,0,1,2,2,0,0,0
2,2,0,1,4077.5,2,0,2,2,1,3,0,1,0
1,1,1,1,3384.5,4,0,28,24,12,5,1,2,9
1,1,1,1,3384.5,24,23,15,14,28,28,2,2,59
3,1,1,2,1506.0,20,16,7,7,26,19,0,0,8
1,1,1,1,3384.5,18,15,30,30,13,9,1,2,18
2,2,1,1,4077.5,8,9,2,6,0,1,0,0,9
3,1,1,1,1327.5,38,46,45,49,14,15,5,1,36
2,2,1,2,3057.5,1,0,9,9,1,1,1,2,2
2,2,0,1,3571.5,1,0,2,1,6,5,0,0,2
3,1,0,2,1506.0,0,0,0,0,9,5,0,0,0
3,1,1,1,1943.0,10,11,7,6,16,12,2,2,17
2,2,1,1,2064.333333,8,12,1,1,3,2,2,0,4
2,2,1,2,3057.5,1,1,0,0,1,4,0,0,0
2,1,0,1,1161.0,4,1,11,7,10,3,1,0,9
2,2,1,1,890.0,2,3,2,2,1,2,0,0,5
2,2,0,2,3057.5,1,2,4,5,5,2,0,0,3
2,2,0,1,2485.5,1,1,5,5,7,9,0,0,7
3,1,1,1,2299.5,34,33,25,26,28,24,4,4,38
2,2,1,1,3571.5,0,2,3,5,1,4,2,1,0
2,2,1,1,2064.333333,14,8,0,0,1,2,0,3,4
3,1,0,1,2299.5,26,23,17,15,14,14,7,5,30
2,2,1,1,2485.5,4,3,7,7,12,14,0,0,14
2,1,1,1,1161.0,1,2,5,7,3,8,1,0,0
3,1,1,2,1506.0,8,6,8,10,33,31,1,0,3
3,2,1,2,1811.0,7,6,12,5,3,2,1,0,9
3,1,1,1,2299.5,12,12,23,22,11,13,2,2,13
2,2,1,2,1224.0,0,0,9,8,9,7,0,1,0
3,1,0,2,1506.0,19,19,7,6,40,36,1,1,10
3,1,1,1,1327.5,0,0,0,0,1,1,0,0,0
2,2,1,1,4114.0,5,6,3,2,1,1,0,0,10
1,1,0,1,3384.5,2,1,13,12,13,11,0,0,7
2,2,1,1,1073.25,7,6,4,1,2,2,0,2,0
2,1,0,1,1161.0,20,19,15,14,25,23,4,1,33
2,2,0,1,1252.5,17,13,21,15,3,2,1,1,14
2,2,1,1,3571.5,3,5,2,2,2,3,0,0,1
2,2,1,2,1224.0,6,7,7,8,11,12,1,2,5
2,2,1,1,4376.0,0,0,0,0,2,1,1,1,0
3,2,1,2,1811.0,5,2,5,4,3,4,1,5,6
2,2,1,1,4376.0,0,0,0,0,9,1,2,1,2
1,1,1,1,3384.5,3,5,18,19,15,10,1,2,10
3,1,1,1,1327.5,4,5,0,0,5,11,2,1,5
1,1,1,2,1852.0,0,2,4,7,8,9,1,1,3
2,2,0,1,890.0,3,3,3,2,0,0,0,0,2
3,1,1,2,1506.0,3,5,6,5,22,24,0,0,6
3,1,1,1,1943.0,0,0,0,0,0,0,0,0,0
2,2,1,1,4376.0,0,0,0,0,2,4,0,2,2
2,2,1,1,4376.0,0,0,0,0,3,2,1,0,2
2,1,1,1,1161.0,23,24,22,22,16,13,2,3,36
1,1,1,2,1852.0,1,0,4,4,6,6,0,0,0
1,1,1,1,3384.5,12,8,18,16,8,8,2,3,16
1,1,1,1,3384.5,13,12,21,20,16,19,2,4,30
2,2,1,1,1073.25,1,2,0,0,4,2,0,0,0
2,2,1,1,1252.5,0,0,26,22,1,0,0,2,8
2,2,1,2,3057.5,7,9,8,6,2,0,1,1,10
2,2,1,1,890.0,3,2,2,2,1,2,0,0,1
3,1,1,1,1943.0,0,0,0,2,2,2,0,0,0
2,2,1,1,2064.333333,11,8,0,0,2,0,1,4,3
3,1,1,1,2299.5,26,23,15,16,17,18,5,3,32
2,2,1,1,4077.5,0,1,0,0,3,1,1,0,7
2,1,0,1,1161.0,14,16,11,10,32,20,5,3,30
3,1,1,2,1506.0,5,11,6,6,28,35,1,2,8
2,1,1,1,1161.0,5,11,28,28,23,24,2,0,29
2,2,0,2,3057.5,3,2,9,8,1,1,0,0,1
2,1,1,1,1161.0,30,32,24,24,30,37,3,5,78
3,1,1,2,1506.0,11,8,9,11,21,20,1,0,4
3,1,1,1,2299.5,9,8,19,19,6,8,1,3,10
3,1,1,1,1327.5,1,1,1,0,2,4,0,0,0
2,2,1,1,4114.0,3,5,3,3,2,1,0,0,8
1,1,1,1,3384.5,0,0,0,0,0,0,0,0,0
2,2,1,1,4114.0,4,5,1,1,1,2,0,0,8
1,1,0,2,1852.0,0,0,0,0,0,0,0,1,1
3,1,0,2,1506.0,8,9,7,6,53,43,1,0,7
2,1,0,1,1161.0,4,3,16,13,29,9,0,0,8
3,1,0,2,1506.0,9,9,9,8,36,32,2,5,4
3,1,1,1,2299.5,22,22,21,18,21,20,4,0,26
2,1,0,1,1161.0,9,12,22,20,22,18,3,1,20
2,1,1,1,1161.0,0,0,14,15,8,14,0,0,0
2,2,0,1,4114.0,5,6,2,2,2,4,0,0,9
2,2,1,1,3571.5,4,5,1,1,5,3,0,1,1
2,1,0,1,1161.0,26,31,18,16,29,36,6,2,48
3,1,1,2,1506.0,13,12,9,9,44,40,0,1,4
3,1,0,2,1506.0,0,0,0,0,8,9,0,0,4
3,1,1,1,2299.5,11,10,19,18,9,11,0,2,9
3,1,1,2,1506.0,9,9,6,8,51,46,3,2,7
3,2,1,2,1811.0,12,8,7,7,3,0,1,3,21
2,1,1,1,1161.0,42,41,24,22,56,42,6,6,106
3,1,0,1,1327.5,31,33,11,12,10,12,2,4,39
2,2,1,2,3057.5,3,7,4,3,2,2,1,0,2
3,1,1,2,1506.0,10,12,9,9,34,38,2,2,8
2,2,1,2,3057.5,2,3,1,1,2,0,0,0,0
3,1,1,2,1506.0,8,10,3,4,29,33,0,0,5
2,1,0,1,1161.0,10,8,16,13,10,6,1,2,29
3,1,1,1,2299.5,25,23,25,24,11,23,1,0,31
2,2,1,1,1073.25,15,12,11,17,4,4,2,4,1
2,2,1,1,3571.5,0,1,2,3,2,3,1,0,0
3,1,0,2,1506.0,0,0,0,0,11,10,0,0,0
3,1,0,1,1327.5,1,1,0,0,9,4,0,0,3
2,1,1,1,1161.0,17,20,19,18,17,12,1,3,31
3,1,1,2,1506.0,6,6,9,9,22,17,1,0,3
2,2,0,1,4077.5,0,0,0,0,3,2,2,0,1
2,2,1,1,1252.5,3,9,26,28,5,2,2,0,7
2,1,0,1,1161.0,23,24,14,12,30,23,5,4,43
1,1,0,1,3384.5,21,22,15,13,28,26,6,7,59
2,2,1,1,890.0,0,2,3,2,5,0,2,0,0
2,2,1,1,2360.5,0,1,4,4,2,2,0,1,1
2,2,1,2,3057.5,8,7,12,12,1,0,0,2,3
2,2,1,1,1073.25,7,8,7,8,1,1,4,3,1
2,2,1,1,4077.5,1,2,1,2,2,1,4,0,9
2,2,0,1,2360.5,7,10,4,2,0,0,0,1,5
2,2,1,1,4114.0,5,0,3,2,0,0,0,0,5
2,2,1,1,1252.5,2,1,28,29,2,3,0,0,17
3,1,1,1,1943.0,8,8,20,20,9,9,2,3,7
2,2,1,1,890.0,1,0,4,4,1,5,0,0,2
2,2,1,1,3571.5,0,1,2,3,4,5,0,0,0
2,2,0,1,2064.333333,22,23,0,0,5,2,1,0,5
2,2,1,1,4114.0,3,3,2,2,0,0,0,0,3
2,2,1,1,890.0,0,0,1,1,5,2,0,2,1
3,1,1,1,1943.0,2,3,0,1,3,6,0,0,0
3,1,1,1,2299.5,17,21,17,16,24,13,2,3,18
3,1,1,1,1943.0,10,12,7,8,8,14,2,0,18
2,2,1,1,4077.5,0,0,0,0,0,0,0,0,0
2,2,0,1,4077.5,1,2,1,1,5,3,1,0,3
3,1,1,1,1943.0,7,11,2,4,7,11,3,0,4
3,1,1,1,2299.5,33,28,22,23,13,12,1,2,40
2,2,0,1,890.0,3,2,2,2,2,3,1,0,2
2,2,1,1,890.0,4,1,3,4,6,4,0,0,2
2,2,0,1,4376.0,0,0,0,0,1,3,1,0,3
